Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
50,20071107 06:02 PM EST,"Visa, American Express in $2.1 Bln Settlement","('American Express', 'is in', '2.1 Bln Settlement')",American Express,is in,2.1 Bln Settlement,American Express is in,is in 2.1 Bln Settlement,American Express is in 2.1 Bln Settlement,0.0,0.0
51,20071107 05:02 PM EST,American Express says reaches deal with Visa,"('deal', 'is with', 'Visa')",deal,is with,Visa,deal is with,is with Visa,deal is with Visa,0.0,0.0
52,20071107 04:35 PM EST,American Express confirms it reaches $2.25 bln settlement agreement with Visa,"('it', 'reaches', '$ 2.25 bln settlement agreement')",it,reaches,$ 2.25 bln settlement agreement,it reaches,reaches $ 2.25 bln settlement agreement,it reaches $ 2.25 bln settlement agreement,0.0,0.0
53,20071107 11:25 AM EST,Visa could pay American Express $2.25 bln - CNBC,"('Visa', 'could pay', 'American Express')",Visa,could pay,American Express,Visa could pay,could pay American Express,Visa could pay American Express,0.0,0.0
55,20071109 11:47 PM EST,Washington Mutual cuts profit on Amex/Visa pact,"('Washington Mutual', 'cuts', 'profit')",Washington Mutual,cuts,profit,Washington Mutual cuts,cuts profit,Washington Mutual cuts profit,0.0,0.0
63,20071113 06:02 PM EST,"Canada Banks Reveal Writedowns, Visa Gains","('Canada Banks', 'Reveal', 'Visa Gains')",Canada Banks,Reveal,Visa Gains,Canada Banks Reveal,Reveal Visa Gains,Canada Banks Reveal Visa Gains,0.0,0.0
64,20071114 05:06 PM EST,SunTrust sees $26 mln charge for Amex/Visa pact,"('SunTrust', 'sees', '$ 26 mln charge')",SunTrust,sees,$ 26 mln charge,SunTrust sees,sees $ 26 mln charge,SunTrust sees $ 26 mln charge,0.0,0.0
65,20071114 11:33 AM EST,UPDATE 1-US Bancorp takes $115 mln charge on Amex/Visa pact,"('UPDATE US Bancorp', 'takes', '$ 115 mln charge')",UPDATE US Bancorp,takes,$ 115 mln charge,UPDATE US Bancorp takes,takes $ 115 mln charge,UPDATE US Bancorp takes $ 115 mln charge,0.0,0.0
66,20071114 09:15 AM EST,US Bancorp takes $115 mln charge on Amex/Visa pact,"('US Bancorp', 'takes', '$ 115 mln charge')",US Bancorp,takes,$ 115 mln charge,US Bancorp takes,takes $ 115 mln charge,US Bancorp takes $ 115 mln charge,0.0,0.0
67,20071115 01:01 AM EST,SunTrust sees $26 mln charge for Amex/Visa pact,"('SunTrust', 'sees', '$ 26 mln charge')",SunTrust,sees,$ 26 mln charge,SunTrust sees,sees $ 26 mln charge,SunTrust sees $ 26 mln charge,0.0,0.0
68,20071119 09:38 AM EST,"Visa, MasterCard bemoan EU card fee uncertainty","('MasterCard', 'bemoan', 'EU card fee uncertainty')",MasterCard,bemoan,EU card fee uncertainty,MasterCard bemoan,bemoan EU card fee uncertainty,MasterCard bemoan EU card fee uncertainty,0.0,0.0
69,20071121 06:46 AM EST,Westamerica says Q4 to be hurt by $0.04/shr on Amex-Visa pact,"('Q4', 'be hurt by', '0.04 shr')",Q4,be hurt by,0.04 shr,Q4 be hurt by,be hurt by 0.04 shr,Q4 be hurt by 0.04 shr,0.0,0.0
70,20071126 10:22 AM EST,Visage Imaging and Agfa Healthcare Sign Worldwide Agreement to Integrate Visage Offerings...,"('Worldwide Agreement', 'Integrate', 'Visage Offerings')",Worldwide Agreement,Integrate,Visage Offerings,Worldwide Agreement Integrate,Integrate Visage Offerings,Worldwide Agreement Integrate Visage Offerings,0.0,0.0
71,20071126 10:22 AM EST,Visage Imaging Expands Availability of its Advanced Visualization Offering,"('Visage Imaging', 'Expands', 'Availability')",Visage Imaging,Expands,Availability,Visage Imaging Expands,Expands Availability,Visage Imaging Expands Availability,0.0,0.0
73,20071126 08:09 AM EST,Visage Imaging and Agfa Healthcare Sign Worldwide Agreement to Integrate Visage Offerings...,"('Worldwide Agreement', 'Integrate', 'Visage Offerings')",Worldwide Agreement,Integrate,Visage Offerings,Worldwide Agreement Integrate,Integrate Visage Offerings,Worldwide Agreement Integrate Visage Offerings,0.0,0.0
74,20071126 08:07 AM EST,Visage Imaging Expands Availability of Its Advanced Visualization Offering,"('Visage Imaging', 'Expands', 'Availability')",Visage Imaging,Expands,Availability,Visage Imaging Expands,Expands Availability,Visage Imaging Expands Availability,0.0,0.0
76,20071127 09:35 PM EST,U.S. Rep. Gabrielle Giffords to Discuss High-Tech Visa Reform Legislation at Optical...,"('U.S. Rep. Gabrielle Giffords', 'Discuss', 'High Tech Visa Reform Legislation')",U.S. Rep. Gabrielle Giffords,Discuss,High Tech Visa Reform Legislation,U.S. Rep. Gabrielle Giffords Discuss,Discuss High Tech Visa Reform Legislation,U.S. Rep. Gabrielle Giffords Discuss High Tech Visa Reform Legislation,0.0,0.0
77,20071127 10:42 AM EST," CIBT Acquires Thames Consular Service, Ltd., UK's Third Largest Visa Service","('UK', 'has', 'Third Largest Visa Service')",UK,has,Third Largest Visa Service,UK has,has Third Largest Visa Service,UK has Third Largest Visa Service,0.0,0.0
78,20071127 10:05 AM EST,Visage Imaging and Medicsight Announce Collaboration to Provide Thin Client-Based...,"('Visage Imaging', 'Announce', 'Collaboration')",Visage Imaging,Announce,Collaboration,Visage Imaging Announce,Announce Collaboration,Visage Imaging Announce Collaboration,0.0,0.0
79,20071127 09:53 AM EST,Visage Imaging and Nuance's Dictaphone Healthcare Solutions Division to Deliver Streamlined...,"('Nuance', 'has', 'Division')",Nuance,has,Division,Nuance has,has Division,Nuance has Division,0.0,0.0
80,20071127 08:02 AM EST,Visage Imaging and Medicsight Announce Collaboration to Provide Thin Client- Based...,"('Visage Imaging', 'Announce', 'Collaboration')",Visage Imaging,Announce,Collaboration,Visage Imaging Announce,Announce Collaboration,Visage Imaging Announce Collaboration,0.0,0.0
81,20071127 08:01 AM EST,Visage Imaging and Nuance's Dictaphone Healthcare Solutions Division to Deliver Streamlined...,"('Nuance', 'has', 'Division')",Nuance,has,Division,Nuance has,has Division,Nuance has Division,0.0,0.0
83,20071127 06:00 AM EST, uTANGO Signs Multi-Year Co-Branded Visa(R) Credit Card Agreement With Alliance Data,"('uTANGO Signs Multi-Year Co-Branded Visa Credit Card Agreement', 'is With', 'Alliance Data')",uTANGO Signs Multi-Year Co-Branded Visa Credit Card Agreement,is With,Alliance Data,uTANGO Signs Multi-Year Co-Branded Visa Credit Card Agreement is With,is With Alliance Data,uTANGO Signs Multi-Year Co-Branded Visa Credit Card Agreement is With Alliance Data,0.0,0.0
84,20071130 11:52 AM EST,"UPDATE 1-TJX settles with Visa, Fifth Third on data breach","('UPDATE TJX', 'settles with', 'Fifth Third')",UPDATE TJX,settles with,Fifth Third,UPDATE TJX settles with,settles with Fifth Third,UPDATE TJX settles with Fifth Third,0.0,0.0
85,20071130 10:32 AM EST,Visa and TJX Agree to Provide U.S. Issuers up to $40.9 Million for Data Breach Claims,"('TJX', 'Provide U.S. Issuers at_time', 'up to $ 40.9 Million for Data Breach Claims')",TJX,Provide U.S. Issuers at_time,up to $ 40.9 Million for Data Breach Claims,TJX Provide U.S. Issuers at_time,Provide U.S. Issuers at_time up to $ 40.9 Million for Data Breach Claims,TJX Provide U.S. Issuers at_time up to $ 40.9 Million for Data Breach Claims,0.0,0.0
87,20071130 09:20 AM EST,"TJX settles with Visa, Fifth Third on data breach","('TJX', 'settles with', 'Visa')",TJX,settles with,Visa,TJX settles with,settles with Visa,TJX settles with Visa,0.0,0.0
88,20071203 12:49 AM EST,"TJX settles with Visa, Fifth Third on data breach","('TJX', 'settles with', 'Visa')",TJX,settles with,Visa,TJX settles with,settles with Visa,TJX settles with Visa,0.0,0.0
89,20071204 02:54 PM EST,Florida Man Convicted of Visa Fraud and Alien Smuggling Conspiracy Charges,"('Florida Man', 'Convicted of', 'Visa Fraud')",Florida Man,Convicted of,Visa Fraud,Florida Man Convicted of,Convicted of Visa Fraud,Florida Man Convicted of Visa Fraud,0.0,0.0
91,20071207 08:00 AM EST,Broadway.com Announces Partnership with Visa,"('Broadway.com', 'Announces', 'Partnership')",Broadway.com,Announces,Partnership,Broadway.com Announces,Announces Partnership,Broadway.com Announces Partnership,0.0,0.0
92,20071210 11:07 AM EST,Archway Earns Elite Visa(R) Approval for Secure Card Distribution and Fulfillment,"('Archway', 'Earns', 'Approval')",Archway,Earns,Approval,Archway Earns,Earns Approval,Archway Earns Approval,0.0,0.0
93,20071210 09:04 AM EST,Visanet Employs Modulo Risk Manager(TM) to Automate PCI Compliance Processes,"('Visanet', 'Employs Modulo Risk Manager to', 'Automate PCI Compliance Processes')",Visanet,Employs Modulo Risk Manager to,Automate PCI Compliance Processes,Visanet Employs Modulo Risk Manager to,Employs Modulo Risk Manager to Automate PCI Compliance Processes,Visanet Employs Modulo Risk Manager to Automate PCI Compliance Processes,0.0,0.0
94,20071211 02:58 PM EST,"Patriots' Welker and Koppen Join Visa, New England State Treasurers and Jump$tart...","(""Patriots ' Welker"", 'Join', 'Visa tart')",Patriots ' Welker,Join,Visa tart,Patriots ' Welker Join,Join Visa tart,Patriots ' Welker Join Visa tart,0.0,0.0
95,20071211 03:24 AM EST,Banks to sell Austrian Visa franchise holders-report,"('Banks', 'sell', 'Visa franchise holders')",Banks,sell,Visa franchise holders,Banks sell,sell Visa franchise holders,Banks sell Visa franchise holders,0.0,0.0
96,20071214 11:27 AM EST,Visa Anticipates Holiday Spending To Pick Up Due to Last-Minute Retailer Incentives...,"('Visa', 'Anticipates', 'Holiday')",Visa,Anticipates,Holiday,Visa Anticipates,Anticipates Holiday,Visa Anticipates Holiday,0.0,0.0
97,20071219 10:42 AM EST,"Wave 2 Devices to Drive WiMAX Fixed and Mobile Wireless Markets, Visant Strategies...","('Wave 2 Devices', 'Drive', 'Fixed')",Wave 2 Devices,Drive,Fixed,Wave 2 Devices Drive,Drive Fixed,Wave 2 Devices Drive Fixed,0.0,0.0
98,20071219 09:28 AM EST,MasterCard ruling to impact rival Visa: EU's Kroes,"('EU', 'has', 'Kroes')",EU,has,Kroes,EU has,has Kroes,EU has Kroes,0.0,0.0
100,20071220 04:28 PM EST,"TJX, Visa account holders in agreement over breach","('Visa', 'account holders in', 'agreement over breach')",Visa,account holders in,agreement over breach,Visa account holders in,account holders in agreement over breach,Visa account holders in agreement over breach,0.0,0.0
102,20071220 01:21 PM EST,British National Sentenced to 15 Months in Prison For Conspiracy to Commit Visa Fraud,"('15 Months', 'is in', 'Prison')",15 Months,is in,Prison,15 Months is in,is in Prison,15 Months is in Prison,0.0,0.0
103,20071221 07:51 PM EST,UPDATE 1-Visa's $10 billion IPO adds luster to 2008 market,"(""1 Visa 's $ 10 billion IPO"", 'adds', 'luster')",1 Visa 's $ 10 billion IPO,adds,luster,1 Visa 's $ 10 billion IPO adds,adds luster,1 Visa 's $ 10 billion IPO adds luster,0.0,0.0
104,20071221 06:35 PM EST,IPO VIEW-Visa's $10 billion IPO adds luster to '08 IPO mkt,"(""IPO VIEW Visa 's $ IPO"", 'adds luster to', ""'08 IPO mkt"")",IPO VIEW Visa 's $ IPO,adds luster to,'08 IPO mkt,IPO VIEW Visa 's $ IPO adds luster to,adds luster to '08 IPO mkt,IPO VIEW Visa 's $ IPO adds luster to '08 IPO mkt,0.0,0.0
106,20071223 10:09 AM EST,CORRECTED - UPDATE 1-Visa's $10 bln IPO adds luster to '08 market,"('1 Visa', 'has', '$ 10 bln IPO')",1 Visa,has,$ 10 bln IPO,1 Visa has,has $ 10 bln IPO,1 Visa has $ 10 bln IPO,0.0,0.0
107,20071224 09:00 AM EST,RPT-UPDATE 1-Visa's $10 billion IPO adds luster to 2008 market,"('1 Visa', 'has', '$ 10 billion IPO')",1 Visa,has,$ 10 billion IPO,1 Visa has,has $ 10 billion IPO,1 Visa has $ 10 billion IPO,0.0,0.0
108,20071224 03:02 AM EST,CORRECTED-UPDATE 1-Visa's $10 Bln IPO Adds Luster to '08 Market,"(""1 Visa 's $ 10 Bln IPO"", 'Adds Luster at_time', 'CORRECTED UPDATE')",1 Visa 's $ 10 Bln IPO,Adds Luster at_time,CORRECTED UPDATE,1 Visa 's $ 10 Bln IPO Adds Luster at_time,Adds Luster at_time CORRECTED UPDATE,1 Visa 's $ 10 Bln IPO Adds Luster at_time CORRECTED UPDATE,0.0,0.0
111,20080102 08:01 AM EST,Visa Named 'World's Leading Credit Card' for a Decade at World Travel Awards,"('Visa', 'Named', ""World 's Leading Credit Card"")",Visa,Named,World 's Leading Credit Card,Visa Named,Named World 's Leading Credit Card,Visa Named World 's Leading Credit Card,0.0,0.0
112,20080103 06:02 PM EST,Additional Information Regarding the Note d'Information en Reponse With AMF Visa...,"(""Note d'Information"", 'is With', 'AMF Visa')",Note d'Information,is With,AMF Visa,Note d'Information is With,is With AMF Visa,Note d'Information is With AMF Visa,0.0,0.0
114,20080108 09:01 AM EST, Visant Corporation Boosts Employee Healthcare Quality With Best Doctors,"('Visant Corporation', 'Boosts Employee Healthcare Quality With', 'Doctors')",Visant Corporation,Boosts Employee Healthcare Quality With,Doctors,Visant Corporation Boosts Employee Healthcare Quality With,Boosts Employee Healthcare Quality With Doctors,Visant Corporation Boosts Employee Healthcare Quality With Doctors,0.0,0.0
116,20080116 09:02 AM EST,Choice Hotels Announces New Choice Privileges(R) Visa(R) Promotion,"('Choice Hotels', 'Announces', 'New Choice Privileges')",Choice Hotels,Announces,New Choice Privileges,Choice Hotels Announces,Announces New Choice Privileges,Choice Hotels Announces New Choice Privileges,0.0,0.0
117,20080117 11:39 AM EST,Westamerica: Visa IPO proceeds to offset lawsuit liabilities,"('Visa IPO', 'offset', 'lawsuit liabilities')",Visa IPO,offset,lawsuit liabilities,Visa IPO offset,offset lawsuit liabilities,Visa IPO offset lawsuit liabilities,0.0,0.0
118,20080121 06:01 PM EST,Visa Says Hopeful for New Fee Deal with EU,"('New Fee Deal', 'is with', 'EU')",New Fee Deal,is with,EU,New Fee Deal is with,is with EU,New Fee Deal is with EU,0.0,0.0
119,20080122 06:43 PM EST,UC Hub and eSafe Kickoff AFRICARDS Prepaid Visa 'Classic' Card Program in West Africa,"('UC Hub Card Program', 'is in', 'West Africa')",UC Hub Card Program,is in,West Africa,UC Hub Card Program is in,is in West Africa,UC Hub Card Program is in West Africa,0.0,0.0
120,20080122 01:01 AM EST,Visa Says Hopeful for New Fee Deal with EU,"('New Fee Deal', 'is with', 'EU')",New Fee Deal,is with,EU,New Fee Deal is with,is with EU,New Fee Deal is with EU,0.0,0.0
121,20080124 08:00 AM EST,IBC Bank and Visa Sign Debit Partnership Agreement,"('Visa', 'Sign', 'Debit Partnership Agreement')",Visa,Sign,Debit Partnership Agreement,Visa Sign,Sign Debit Partnership Agreement,Visa Sign Debit Partnership Agreement,0.0,0.0
122,20080125 01:38 PM EST,IPO VIEW-Visa IPO hit by unexpected snag--recession fears,"('IPO VIEW Visa IPO', 'hit by', 'snag')",IPO VIEW Visa IPO,hit by,snag,IPO VIEW Visa IPO hit by,hit by snag,IPO VIEW Visa IPO hit by snag,0.0,0.0
123,20080127 01:01 PM EST,RPT-IPO VIEW-Visa IPO hit by unexpected snag-recession fears,"('RPT IPO VIEW Visa IPO', 'hit by', 'unexpected snag recession fears')",RPT IPO VIEW Visa IPO,hit by,unexpected snag recession fears,RPT IPO VIEW Visa IPO hit by,hit by unexpected snag recession fears,RPT IPO VIEW Visa IPO hit by unexpected snag recession fears,0.0,0.0
126,20080204 06:32 PM EST,"UPDATE 2-Visa says 95 percent chance of IPO by Oct 10, 2008","('UPDATE Visa', 'says', '95 percent chance of IPO')",UPDATE Visa,says,95 percent chance of IPO,UPDATE Visa says,says 95 percent chance of IPO,UPDATE Visa says 95 percent chance of IPO,0.0,0.0
127,20080204 05:26 PM EST,"Visa says 95 pct chance of IPO by Oct 10, 2008","('Visa', 'says', '95 pct chance of IPO by Oct 10 2008')",Visa,says,95 pct chance of IPO by Oct 10 2008,Visa says,says 95 pct chance of IPO by Oct 10 2008,Visa says 95 pct chance of IPO by Oct 10 2008,0.0,0.0
128,20080204 12:06 PM EST, Petite Amie(TM) Promotes PAYjr Visa Buxx(R) Card for Teens,"('Amie', 'Promotes', 'Card')",Amie,Promotes,Card,Amie Promotes,Promotes Card,Amie Promotes Card,0.0,0.0
129,20080204 12:01 PM EST, Petite Amie(TM) Promotes PAYjr Visa Buxx(R) Card for Teens,"('Amie', 'Promotes', 'Card')",Amie,Promotes,Card,Amie Promotes,Promotes Card,Amie Promotes Card,0.0,0.0
130,20080212 10:10 AM EST,"Visant Corporation Enters Into Merger Agreement With Phoenix Color Corp., Visant...","('Merger Agreement', 'is With', 'Phoenix Color Corp.')",Merger Agreement,is With,Phoenix Color Corp.,Merger Agreement is With,is With Phoenix Color Corp.,Merger Agreement is With Phoenix Color Corp.,0.0,0.0
131,20080214 10:58 AM EST,United Airlines and Visa Bring Good Fortune to Travelers and Visa Cardholders,"('Visa', 'Bring Fortune to', 'Travelers')",Visa,Bring Fortune to,Travelers,Visa Bring Fortune to,Bring Fortune to Travelers,Visa Bring Fortune to Travelers,0.0,0.0
132,20080219 09:00 AM EST,VISANOW Delivers for Diebold During H-1B Visa Preparation Crunch,"('VISANOW', 'Delivers for', 'Diebold')",VISANOW,Delivers for,Diebold,VISANOW Delivers for,Delivers for Diebold,VISANOW Delivers for Diebold,0.0,0.0
133,20080220 09:00 AM EST,Picture This: Your Pet's Photo on the New PetSmart(R) PetPerks(R) Visa(R) Credit...,"('Pet', 'has', 'Photo on New PetSmart Visa')",Pet,has,Photo on New PetSmart Visa,Pet has,has Photo on New PetSmart Visa,Pet has Photo on New PetSmart Visa,0.0,0.0
135,20080221 11:00 AM EST,Visa and U.S. Olympic Team Hopefuls Encourage America's Youth to Play Every Day,"('Visa', 'Encourage', ""America 's Youth"")",Visa,Encourage,America 's Youth,Visa Encourage,Encourage America 's Youth,Visa Encourage America 's Youth,0.0,0.0
136,20080225 06:02 PM EST,"Visa Sets Possible $18.8 Billion IPO, a U.S. Record","('Visa', 'Sets', 'U.S. Record')",Visa,Sets,U.S. Record,Visa Sets,Sets U.S. Record,Visa Sets U.S. Record,0.0,0.0
137,20080225 01:37 PM EST,Visa sets possible record $18.8 billion IPO,"('Visa', 'sets', 'possible record $ 18.8 billion IPO')",Visa,sets,possible record $ 18.8 billion IPO,Visa sets,sets possible record $ 18.8 billion IPO,Visa sets possible record $ 18.8 billion IPO,0.0,0.0
