Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
99,20070301 05:19 PM EST,Boeing plane orders surge in February,"('Boeing plane orders', 'surge in', 'February')",Boeing plane orders,surge in,February,Boeing plane orders surge in,surge in February,Boeing plane orders surge in February,-0.8000040000000013,0.5899959999999993
101,20070302 04:37 PM EST,Boeing takes step to shut down C-17 production,"('step', 'shut down', 'C 17 production')",step,shut down,C 17 production,step shut down,shut down C 17 production,step shut down C 17 production,1.2700049999999976,-0.8199989999999957
102,20070302 04:32 PM EST,Boeing takes step to shut down C-17 production,"('step', 'shut down', 'C 17 production')",step,shut down,C 17 production,step shut down,shut down C 17 production,step shut down C 17 production,1.2700049999999976,-0.8199989999999957
103,20070302 08:01 AM EST,Boeing announces C-17 line may end in mid-2009; stops procurement of long-lead parts,"('Boeing', 'announces', 'C 17 line')",Boeing,announces,C 17 line,Boeing announces,announces C 17 line,Boeing announces C 17 line,1.2700049999999976,-0.8199989999999957
104,20070302 04:01 AM EST,Boeing plane orders surge in February,"('Boeing plane orders', 'surge in', 'February')",Boeing plane orders,surge in,February,Boeing plane orders surge in,surge in February,Boeing plane orders surge in February,1.2700049999999976,-0.8199989999999957
105,20070305 11:19 PM EST,UPDATE 1-Australia to buy 24 F-18 Super Hornets from Boeing,"('UPDATE Australia', 'buy', '24 F 18 Super Hornets')",UPDATE Australia,buy,24 F 18 Super Hornets,UPDATE Australia buy,buy 24 F 18 Super Hornets,UPDATE Australia buy 24 F 18 Super Hornets,-0.9100040000000007,-0.010002000000000066
106,20070305 09:56 PM EST,Australia to buy 24 F-18 Super Hornets from Boeing,"('Australia', 'buy', '24 F 18 Super Hornets')",Australia,buy,24 F 18 Super Hornets,Australia buy,buy 24 F 18 Super Hornets,Australia buy 24 F 18 Super Hornets,-0.9100040000000007,-0.010002000000000066
107,20070306 10:35 PM EST,"Boeing, ST Engineering in $136 mln conversion deal","('$ 136 mln conversion deal', 'in Boeing is', 'ST Engineering')",$ 136 mln conversion deal,in Boeing is,ST Engineering,$ 136 mln conversion deal in Boeing is,in Boeing is ST Engineering,$ 136 mln conversion deal in Boeing is ST Engineering,1.0700000000000074,0.8000029999999896
108,20070306 07:04 PM EST,"Boeing, ST Engineering in $136 million conversion deal","('Boeing', 'is in', '$ 136 million conversion deal')",Boeing,is in,$ 136 million conversion deal,Boeing is in,is in $ 136 million conversion deal,Boeing is in $ 136 million conversion deal,1.0700000000000074,0.8000029999999896
109,20070306 06:44 PM EST,"Boeing, ST Engineering in $136 million conversion deal","('Boeing', 'is in', '$ 136 million conversion deal')",Boeing,is in,$ 136 million conversion deal,Boeing is in,is in $ 136 million conversion deal,Boeing is in $ 136 million conversion deal,1.0700000000000074,0.8000029999999896
110,20070306 05:46 PM EST,Japan's ANA to buy $1 bln worth of Boeing jets,"('Japan', 'has', 'ANA')",Japan,has,ANA,Japan has,has ANA,Japan has ANA,1.0700000000000074,0.8000029999999896
111,20070306 04:43 AM EST,"UPDATE 1-Boeing, ST Engineering in plane conversion deal-sources","('UPDATE 1 Boeing', 'Engineering in', 'plane conversion deal sources')",UPDATE 1 Boeing,Engineering in,plane conversion deal sources,UPDATE 1 Boeing Engineering in,Engineering in plane conversion deal sources,UPDATE 1 Boeing Engineering in plane conversion deal sources,1.0700000000000074,0.8000029999999896
112,20070306 03:21 AM EST,"Boeing, ST Engineering in plane conversion deal- sources","('Boeing', 'is in', 'plane conversion deal sources')",Boeing,is in,plane conversion deal sources,Boeing is in,is in plane conversion deal sources,Boeing is in plane conversion deal sources,1.0700000000000074,0.8000029999999896
113,20070306 02:05 AM EST,Japan's ANA says to buy $1 bln worth Boeing jets,"(""Japan 's ANA"", 'buy', '$ 1 bln worth Boeing jets')",Japan 's ANA,buy,$ 1 bln worth Boeing jets,Japan 's ANA buy,buy $ 1 bln worth Boeing jets,Japan 's ANA buy $ 1 bln worth Boeing jets,1.0700000000000074,0.8000029999999896
114,20070307 05:43 PM EST,US Air Force must inform GAO on Boeing deal,"('US Air Force', 'must inform', 'GAO')",US Air Force,must inform,GAO,US Air Force must inform,must inform GAO,US Air Force must inform GAO,-0.20999900000001048,0.8899990000000031
117,20070308 02:22 PM EST,Boeing CEO says 787 on track for July roll-out,"('Boeing CEO', 'says for', 'July roll out')",Boeing CEO,says for,July roll out,Boeing CEO says for,says for July roll out,Boeing CEO says for July roll out,1.1600030000000032,0.18000000000000682
118,20070308 11:31 AM EST,Boeing CEO says 787 on track,"('Boeing CEO', 'says', '787 on track')",Boeing CEO,says,787 on track,Boeing CEO says,says 787 on track,Boeing CEO says 787 on track,1.1600030000000032,0.18000000000000682
120,20070308 08:25 AM EST,Boeing says DHL orders six freighter aircraft,"('Boeing', 'says', 'DHL orders')",Boeing,says,DHL orders,Boeing says,says DHL orders,Boeing says DHL orders,1.1600030000000032,0.18000000000000682
121,20070308 03:11 AM EST,Boeing to supply six 767 freighters to re-fleet DHL U.S. operations,"('Boeing', 'supply', 'six 767 freighters')",Boeing,supply,six 767 freighters,Boeing supply,supply six 767 freighters,Boeing supply six 767 freighters,1.1600030000000032,0.18000000000000682
124,20070312 05:10 PM EDT,Boeing wins $2.26 bln Kuwait aircraft order,"('Boeing', 'wins', '2.26 bln Kuwait aircraft order')",Boeing,wins,2.26 bln Kuwait aircraft order,Boeing wins,wins 2.26 bln Kuwait aircraft order,Boeing wins 2.26 bln Kuwait aircraft order,-0.6999969999999962,1.6899949999999961
125,20070312 02:43 PM EDT,"Continental, others buy Boeing jets worth $4.5 bln","('others', 'buy', 'Boeing jets worth')",others,buy,Boeing jets worth,others buy,buy Boeing jets worth,others buy Boeing jets worth,-0.6999969999999962,1.6899949999999961
127,20070312 11:15 AM EDT,Russia Volga-Dnepr signs $1.4 bln deal with Boeing,"('Russia Volga Dnepr', 'signs', '$ 1.4 bln deal')",Russia Volga Dnepr,signs,$ 1.4 bln deal,Russia Volga Dnepr signs,signs $ 1.4 bln deal,Russia Volga Dnepr signs $ 1.4 bln deal,-0.6999969999999962,1.6899949999999961
128,20070312 10:35 AM EDT,Boeing and Continental announce deal for more 787s,"('Continental', 'announce deal for', 'more 787s')",Continental,announce deal for,more 787s,Continental announce deal for,announce deal for more 787s,Continental announce deal for more 787s,-0.6999969999999962,1.6899949999999961
129,20070312 09:11 AM EDT,Continental increases orders for Boeing 787s,"('Continental', 'increases', 'orders')",Continental,increases,orders,Continental increases,increases orders,Continental increases orders,-0.6999969999999962,1.6899949999999961
130,20070312 08:16 AM EDT,"Boeing, Volga-Dnepr Group announce order for five 747-8 freighters","('Boeing', 'announce', 'order for five 747 8 freighters')",Boeing,announce,order for five 747 8 freighters,Boeing announce,announce order for five 747 8 freighters,Boeing announce order for five 747 8 freighters,-0.6999969999999962,1.6899949999999961
131,20070312 07:06 AM EDT,"RPT-Boeing, Kuwait's ALAFCO in deal for 12 Dreamliner airplanes","('deal', 'in Boeing is', ""Kuwait 's ALAFCO"")",deal,in Boeing is,Kuwait 's ALAFCO,deal in Boeing is,in Boeing is Kuwait 's ALAFCO,deal in Boeing is Kuwait 's ALAFCO,-0.6999969999999962,1.6899949999999961
134,20070313 05:57 PM EDT,UPDATE 1-Boeing opposes redoing helicopter competition,"('UPDATE Boeing', 'opposes', 'helicopter competition')",UPDATE Boeing,opposes,helicopter competition,UPDATE Boeing opposes,opposes helicopter competition,UPDATE Boeing opposes helicopter competition,1.9000020000000006,-1.75
135,20070313 04:20 PM EDT,Boeing opposes redoing helicopter competition,"('Boeing', 'opposes', 'helicopter competition')",Boeing,opposes,helicopter competition,Boeing opposes,opposes helicopter competition,Boeing opposes helicopter competition,1.9000020000000006,-1.75
136,20070313 02:18 AM EDT,"Continental, others buy Boeing jets worth $4.5 bln","('others', 'buy', 'Boeing jets worth')",others,buy,Boeing jets worth,others buy,buy Boeing jets worth,others buy Boeing jets worth,1.9000020000000006,-1.75
137,20070315 03:55 PM EDT,"Aeroflot picks Airbus A350s, Boeing 'frozen'","('Aeroflot', 'picks', 'Boeing frozen')",Aeroflot,picks,Boeing frozen,Aeroflot picks,picks Boeing frozen,Aeroflot picks Boeing frozen,0.5300060000000002,1.0599980000000073
139,20070315 06:21 AM EDT,Aeroflot picks Airbus for long-haul over Boeing,"('Aeroflot', 'picks Airbus for', 'long haul')",Aeroflot,picks Airbus for,long haul,Aeroflot picks Airbus for,picks Airbus for long haul,Aeroflot picks Airbus for long haul,0.5300060000000002,1.0599980000000073
141,20070319 12:24 PM EDT,Boeing may increase 787 production,"('Boeing', 'may increase', '787 production')",Boeing,may increase,787 production,Boeing may increase,may increase 787 production,Boeing may increase 787 production,-0.5400010000000037,0.3199999999999932
143,20070320 09:21 PM EDT,Australia's Virgin Blue to buy six Boeing planes,"(""Australia 's Virgin Blue"", 'buy', 'six Boeing planes')",Australia 's Virgin Blue,buy,six Boeing planes,Australia 's Virgin Blue buy,buy six Boeing planes,Australia 's Virgin Blue buy six Boeing planes,-0.18000000000000682,-0.15999599999999248
144,20070320 11:49 AM EDT,FACTBOX-Arguments in Airbus-Boeing subsidy spat,"('FACTBOX Arguments', 'is in', 'Airbus Boeing subsidy')",FACTBOX Arguments,is in,Airbus Boeing subsidy,FACTBOX Arguments is in,is in Airbus Boeing subsidy,FACTBOX Arguments is in Airbus Boeing subsidy,-0.18000000000000682,-0.15999599999999248
145,20070321 12:25 PM EDT,Australia's Virgin Blue to buy six Boeing planes,"(""Australia 's Virgin Blue"", 'buy', 'six Boeing planes')",Australia 's Virgin Blue,buy,six Boeing planes,Australia 's Virgin Blue buy,buy six Boeing planes,Australia 's Virgin Blue buy six Boeing planes,-0.15999599999999248,0.6399990000000031
146,20070321 06:39 AM EDT,Boeing: Virgin Blue orders Boeing 777-300ERs to initiate long-haul service,"('777 300ERs', 'initiate', 'long haul service')",777 300ERs,initiate,long haul service,777 300ERs initiate,initiate long haul service,777 300ERs initiate long haul service,-0.15999599999999248,0.6399990000000031
147,20070322 05:46 PM EDT,ABX Air to buy Boeing 767 aircraft,"('ABX Air', 'buy', 'Boeing 767 aircraft')",ABX Air,buy,Boeing 767 aircraft,ABX Air buy,buy Boeing 767 aircraft,ABX Air buy Boeing 767 aircraft,0.23999799999999993,-0.23000300000001062
148,20070322 10:14 AM EDT,EU says U.S. gave Boeing $23.7 bln in illegal aid,"('23.7 bln', 'is in', 'illegal aid')",23.7 bln,is in,illegal aid,23.7 bln is in,is in illegal aid,23.7 bln is in illegal aid,0.23999799999999993,-0.23000300000001062
150,20070325 02:32 PM EDT,"Etihad seeks Airbus, Boeing bids in '08","('Boeing bids', 'is in', '08')",Boeing bids,is in,08,Boeing bids is in,is in 08,Boeing bids is in 08,1.0899959999999993,-0.15000099999998895
151,20070325 12:54 PM EDT,"Etihad to seek Airbus, Boeing offers in 2008","('Etihad', 'seek', 'Airbus')",Etihad,seek,Airbus,Etihad seek,seek Airbus,Etihad seek Airbus,1.0899959999999993,-0.15000099999998895
152,20070326 02:09 PM EDT,Arotech receives over $2 mln order from Boeing for armor solution for military aircraft,"('Arotech', 'receives', '$ 2 mln order from Boeing')",Arotech,receives,$ 2 mln order from Boeing,Arotech receives,receives $ 2 mln order from Boeing,Arotech receives $ 2 mln order from Boeing,1.0899959999999993,-0.15000099999998895
153,20070326 11:31 AM EDT,Garuda in $1 bln deal for 25 Boeing planes,"('Garuda', 'is in', '$ 1 bln deal')",Garuda,is in,$ 1 bln deal,Garuda is in,is in $ 1 bln deal,Garuda is in $ 1 bln deal,1.0899959999999993,-0.15000099999998895
154,20070326 03:31 AM EDT,Garuda Indonesia signs deal for 25 Boeing 737-800s,"('Garuda Indonesia signs', 'deal for', '25 Boeing 737 800s')",Garuda Indonesia signs,deal for,25 Boeing 737 800s,Garuda Indonesia signs deal for,deal for 25 Boeing 737 800s,Garuda Indonesia signs deal for 25 Boeing 737 800s,1.0899959999999993,-0.15000099999998895
